city,country,decade,metadata
Hong Kong,China,2020s,2020s: Pandemic years reshaped Hong Kong; Early masking and border controls in some places; digital tracing and high social compliance shaped norms.
Taipei,Taiwan,1920s,"1920s: Taipei felt interwar modernization, mass culture, and uneven prosperity alongside export‑led growth and state‑steered urban planning; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and education zeal, thrift, and respect for elders."
Taipei,Taiwan,1930s,"1930s: Taipei felt economic depression, political radicalization, and pre‑war mobilization alongside export‑led growth and state‑steered urban planning; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and education zeal, thrift, and respect for elders."
Taipei,Taiwan,1940s,"1940s: Taipei felt world war, decolonization beginnings, and post‑war reconstruction alongside export‑led growth and state‑steered urban planning; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and education zeal, thrift, and respect for elders."
Taipei,Taiwan,1950s,"1950s: Taipei felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside export‑led growth and state‑steered urban planning; locals commonly emphasized respectability, conformity in public life, and steady work ethic and education zeal, thrift, and respect for elders."
Taipei,Taiwan,1960s,"1960s: Taipei felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside export‑led growth and state‑steered urban planning; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and education zeal, thrift, and respect for elders."
Taipei,Taiwan,1970s,"1970s: Taipei felt oil shocks, stagflation or state expansion, and social realignment alongside export‑led growth and state‑steered urban planning; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and education zeal, thrift, and respect for elders."
Taipei,Taiwan,1980s,"1980s: Taipei felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside export‑led growth and state‑steered urban planning; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and education zeal, thrift, and respect for elders."
Taipei,Taiwan,1990s,"1990s: Taipei felt post‑Cold‑War reordering, globalization, and early internet adoption alongside export‑led growth and state‑steered urban planning; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and education zeal, thrift, and respect for elders."
Taipei,Taiwan,2000s,"2000s: Taipei felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside export‑led growth and state‑steered urban planning; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and education zeal, thrift, and respect for elders."
Taipei,Taiwan,2010s,"2010s: Taipei felt smartphone/social media dominance, populist swings, and widening inequality alongside export‑led growth and state‑steered urban planning; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and education zeal, thrift, and respect for elders."
Taipei,Taiwan,2020s,2020s: Pandemic years reshaped Taipei; Early masking and border controls in some places; digital tracing and high social compliance shaped norms.
Manila,Philippines,1920s,"1920s: Manila felt interwar modernization, mass culture, and uneven prosperity alongside export‑led growth and state‑steered urban planning; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and education zeal, thrift, and respect for elders."
Manila,Philippines,1930s,"1930s: Manila felt economic depression, political radicalization, and pre‑war mobilization alongside export‑led growth and state‑steered urban planning; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and education zeal, thrift, and respect for elders."
Manila,Philippines,1940s,"1940s: Manila felt world war, decolonization beginnings, and post‑war reconstruction alongside export‑led growth and state‑steered urban planning; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and education zeal, thrift, and respect for elders."
Manila,Philippines,1950s,"1950s: Manila felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside export‑led growth and state‑steered urban planning; locals commonly emphasized respectability, conformity in public life, and steady work ethic and education zeal, thrift, and respect for elders."
Manila,Philippines,1960s,"1960s: Manila felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside export‑led growth and state‑steered urban planning; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and education zeal, thrift, and respect for elders."
Manila,Philippines,1970s,"1970s: Manila felt oil shocks, stagflation or state expansion, and social realignment alongside export‑led growth and state‑steered urban planning; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and education zeal, thrift, and respect for elders."
Manila,Philippines,1980s,"1980s: Manila felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside export‑led growth and state‑steered urban planning; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and education zeal, thrift, and respect for elders."
Manila,Philippines,1990s,"1990s: Manila felt post‑Cold‑War reordering, globalization, and early internet adoption alongside export‑led growth and state‑steered urban planning; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and education zeal, thrift, and respect for elders."
Manila,Philippines,2000s,"2000s: Manila felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside export‑led growth and state‑steered urban planning; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and education zeal, thrift, and respect for elders."
Manila,Philippines,2010s,"2010s: Manila felt smartphone/social media dominance, populist swings, and widening inequality alongside export‑led growth and state‑steered urban planning; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and education zeal, thrift, and respect for elders."
Manila,Philippines,2020s,2020s: Pandemic years reshaped Manila; Early masking and border controls in some places; digital tracing and high social compliance shaped norms.
Sydney,Australia,1920s,"1920s: Sydney felt interwar modernization, mass culture, and uneven prosperity alongside stable democracies with multicultural inflows; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and sporting camaraderie and egalitarian manners."
